Importing NLTK
Done!
Getting CMUDict
Done!
Getting tagged words from Treebank corpus
         4627650 function calls (4620864 primitive calls) in 6.715 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 tempfile.py:654(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 babelfish.py:6(<module>)
        1    0.000    0.000    0.000    0.000 framenet.py:343(Future)
        1    0.000    0.000    0.000    0.000 pl196x.py:93(Pl196xCorpusReader)
        4    0.000    0.000    0.000    0.000 __init__.py:182(_checkLevel)
        1    0.000    0.000    0.000    0.000 core.py:5636(mvoid)
        1    0.000    0.000    0.000    0.000 malt.py:24(MaltParser)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 tree.py:881(AbstractParentedTree)
        1    0.000    0.000    0.000    0.000 numeric.py:2809(__init__)
        1    0.000    0.000    0.000    0.000 drt.py:526(DrtProposition)
        1    0.000    0.000    0.000    0.000 stanford.py:31(StanfordTagger)
        1    0.000    0.000    0.000    0.000 cfg.py:515(CFGDemo)
        1    0.000    0.000    0.000    0.000 api.py:69(CCGVar)
        5    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 chart.py:1393(SteppingChartParser)
        1    0.000    0.000    0.000    0.000 threading.py:198(Condition)
        1    0.000    0.000    0.000    0.000 __init__.py:1952(Pack)
        3    0.000    0.000    0.000    0.000 __init__.py:220(_releaseLock)
        1    0.000    0.000    0.000    0.000 calendar.py:69(<listcomp>)
        1    0.000    0.000    0.000    0.000 weka.py:78(WekaClassifier)
        1    0.000    0.000    0.000    0.000 resolution.py:603(DebugObject)
        1    0.000    0.000    0.000    0.000 porter.py:98(PorterStemmer)
        1    0.000    0.000    0.000    0.000 __init__.py:1550(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 ycoe.py:33(YCOECorpusReader)
        1    0.000    0.000    0.000    0.000 util.py:768(_path_from)
        1    0.000    0.000    0.000    0.000 maxent.py:747(TypedMaxentFeatureEncoding)
        1    0.000    0.000    0.001    0.001 decorators.py:131(decorator)
        1    0.000    0.000    0.000    0.000 sequential.py:424(AffixTagger)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 getlimits.py:194(iinfo)
        1    0.000    0.000    0.000    0.000 association.py:153(BigramAssocMeasures)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:135(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:740(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 tempfile.py:375(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tableau.py:337(Agenda)
        1    0.000    0.000    0.000    0.000 texttiling.py:24(TextTilingTokenizer)
        1    0.000    0.000    0.000    0.000 sequential.py:35(SequentialBackoffTagger)
        1    0.000    0.000    0.000    0.000 plaintext.py:135(CategorizedPlaintextCorpusReader)
        1    0.000    0.000    0.000    0.000 argparse.py:1221(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 threading.py:507(set)
        1    0.000    0.000    0.000    0.000 xmldocs.py:29(XMLCorpusReader)
        1    0.000    0.000    0.000    0.000 glue.py:432(Glue)
        1    0.000    0.000    0.000    0.000 recursivedescent.py:329(SteppingRecursiveDescentParser)
        1    0.000    0.000    0.000    0.000 shiftreduce.py:19(ShiftReduceParser)
        1    0.000    0.000    0.000    0.000 __init__.py:418(__getattr__)
        1    0.000    0.000    0.000    0.000 warnings.py:352(__exit__)
        1    0.000    0.000    0.000    0.000 evaluate.py:98(Valuation)
       17    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.001    0.001 decorators.py:82(update_wrapper)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 header.py:544(_Accumulator)
        1    0.000    0.000    0.000    0.000 em.py:16(EMClusterer)
        1    0.000    0.000    0.000    0.000 parse.py:131(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 crubadan.py:31(CrubadanCorpusReader)
        1    0.000    0.000    0.000    0.000 util.py:1627(CanvasFrame)
        4    0.000    0.000    0.000    0.000 logic.py:121(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 internals.py:886(is_writable)
        1    0.000    0.000    0.000    0.000 logic.py:1316(AbstractVariableExpression)
        1    0.000    0.000    0.000    0.000 difflib.py:1652(HtmlDiff)
        1    0.000    0.000    0.000    0.000 _bootlocale.py:11(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 __init__.py:3409(PhotoImage)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 cp1252.py:22(decode)
        1    0.000    0.000    0.000    0.000 regexp.py:248(RegexpChunkRule)
        1    0.000    0.000    0.000    0.000 threading.py:897(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 punkt.py:516(PunktBaseClass)
        1    0.000    0.000    0.000    0.000 logic.py:1431(ConstantExpression)
        1    0.000    0.000    0.000    0.000 probability.py:349(ProbDistI)
        1    0.000    0.000    0.000    0.000 bllip.py:110(BllipParser)
        2    0.000    0.000    0.000    0.000 textwrap.py:342(fill)
        1    0.000    0.000    0.000    0.000 chart.py:59(EdgeI)
        1    0.000    0.000    0.000    0.000 tagged.py:172(CategorizedTaggedCorpusReader)
        1    0.000    0.000    0.000    0.000 records.py:285(recarray)
        1    0.000    0.000    0.000    0.000 lazyimport.py:112(__getattr__)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1446(XMLParser)
        1    0.000    0.000    0.000    0.000 logic.py:1485(VariableBinderExpression)
        1    0.000    0.000    0.000    0.000 tempfile.py:334(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 shiftreduce.py:274(SteppingShiftReduceParser)
        1    0.000    0.000    0.000    0.000 rule.py:21(TagRule)
        1    0.000    0.000    0.000    0.000 case.py:1306(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 tree.py:1445(ImmutableProbabilisticTree)
        1    0.000    0.000    0.000    0.000 tree.py:1229(MultiParentedTree)
        1    0.000    0.000    0.000    0.000 regexp.py:427(ChinkRule)
        1    0.000    0.000    0.000    0.000 hunpos.py:27(HunposTagger)
        1    0.000    0.000    0.000    0.000 api.py:256(Alignment)
        1    0.000    0.000    0.000    0.000 __init__.py:416(Formatter)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 downloader.py:186(Package)
        1    0.000    0.000    0.000    0.000 npyio.py:133(NpzFile)
        1    0.000    0.000    0.000    0.000 stanford.py:138(StanfordNERTagger)
        1    0.000    0.000    0.000    0.000 nombank.py:323(NombankTreePointer)
        1    0.000    0.000    0.000    0.000 tableau.py:508(Categories)
        1    0.000    0.000    0.000    0.000 inspect.py:2211(BoundArguments)
        1    0.000    0.000    0.000    0.000 grammar.py:234(Production)
        2    0.000    0.000    0.000    0.000 textwrap.py:322(_split_chunks)
        1    0.000    0.000    0.000    0.000 sequential.py:562(ClassifierBasedTagger)
        1    0.000    0.000    0.000    0.000 probability.py:1186(SimpleGoodTuringProbDist)
        1    0.000    0.000    0.000    0.000 client.py:1192(HTTPSConnection)
        4    0.000    0.000    0.000    0.000 logic.py:116(<listcomp>)
        9    0.000    0.000    0.000    0.000 sre_parse.py:233(tell)
        1    0.000    0.000    0.000    0.000 linearlogic.py:339(BindingDict)
        1    0.000    0.000    0.000    0.000 __init__.py:460(__init__)
        1    0.000    0.000    0.000    0.000 request.py:371(OpenerDirector)
        1    0.000    0.000    0.000    0.000 __init__.py:318(CDLL)
        1    0.000    0.000    0.000    0.000 util.py:355(__init__)
        1    0.000    0.000    0.000    0.000 grammar.py:87(Nonterminal)
        1    0.000    0.000    0.000    0.000 toolbox.py:22(StandardFormat)
        2    0.000    0.000    0.000    0.000 lexicon.py:188(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        1    0.000    0.000    0.000    0.000 nombank.py:19(NombankCorpusReader)
        1    0.000    0.000    0.000    0.000 viterbi.py:20(ViterbiParser)
        1    0.000    0.000    0.000    0.000 tree.py:753(TreeView)
        1    0.000    0.000    0.000    0.000 sequential.py:105(ContextTagger)
        1    0.000    0.000    0.000    0.000 api.py:126(Direction)
        1    0.000    0.000    0.000    0.000 tarfile.py:606(_FileInFile)
        1    0.000    0.000    0.000    0.000 chart.py:1227(ChartParser)
        3    0.000    0.000    0.000    0.000 __init__.py:1073(__init__)
        4    0.000    0.000    0.000    0.000 grammar.py:638(<genexpr>)
        4    0.000    0.000    0.000    0.000 logic.py:114(<listcomp>)
        4    0.000    0.000    0.000    0.000 logic.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 tarfile.py:326(_Stream)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 api.py:11(ClusterI)
        1    0.000    0.000    0.000    0.000 tree.py:1110(ParentedTree)
        1    0.000    0.000    0.000    0.000 transitionparser.py:177(Transition)
        1    0.000    0.000    0.000    0.000 ipipan.py:218(IPIPANCorpusView)
        1    0.000    0.000    0.000    0.000 featurechart.py:35(FeatureTreeEdge)
        1    0.000    0.000    0.000    0.000 logic.py:1634(NegatedExpression)
        1    0.000    0.000    0.001    0.001 request.py:838(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 kmeans.py:23(KMeansClusterer)
        1    0.000    0.000    0.000    0.000 propbank.py:20(PropbankCorpusReader)
        1    0.000    0.000    0.000    0.000 numeric.py:2824(_setdef)
        2    0.000    0.000    0.000    0.000 regexp.py:189(__init__)
        1    0.000    0.000    0.000    0.000 collocations.py:172(TrigramCollocationFinder)
        1    0.000    0.000    0.000    0.000 case.py:43(_Outcome)
        1    0.000    0.000    0.000    0.000 zipfile.py:447(_ZipDecrypter)
       24    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 numeric.py:2813(__enter__)
        1    0.000    0.000    0.000    0.000 _iotools.py:152(LineSplitter)
        1    0.000    0.000    0.000    0.000 linearlogic.py:274(ApplicationExpression)
        1    0.000    0.000    0.000    0.000 data.py:939(OpenOnDemandZipFile)
        1    0.000    0.000    0.000    0.000 header.py:416(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 pprint.py:101(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 snowball.py:1317(FrenchStemmer)
        1    0.000    0.000    0.000    0.000 transitionparser.py:30(Configuration)
        1    0.000    0.000    0.000    0.000 mace.py:183(Mace)
        1    0.000    0.000    0.000    0.000 sequential.py:213(DefaultTagger)
        1    0.000    0.000    0.000    0.000 gaac.py:17(GAAClusterer)
        1    0.000    0.000    0.000    0.000 api.py:225(PrimitiveCategory)
        3    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 parse.py:273(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 __init__.py:2171(Button)
        1    0.000    0.000    0.000    0.000 zipfile.py:291(ZipInfo)
        1    0.000    0.000    0.000    0.000 nosetester.py:129(NoseTester)
       20    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 re.py:330(filter)
        2    0.000    0.000    0.000    0.000 utils.py:64(__init__)
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        4    0.000    0.000    0.000    0.000 combinator.py:50(__init__)
        1    0.000    0.000    0.000    0.000 maxent.py:633(GISEncoding)
        1    0.000    0.000    0.000    0.000 pydoc.py:418(__init__)
        1    0.000    0.000    0.000    0.000 boxer.py:867(BoxerDrs)
        4    0.000    0.000    0.000    0.000 logic.py:120(<listcomp>)
        1    0.000    0.000    0.000    0.000 downloader.py:980(DownloaderShell)
        9    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:3349(Image)
        1    0.000    0.000    0.000    0.000 threading.py:88(_RLock)
        3    0.000    0.000    0.000    0.000 inspect.py:2373(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:364(Semaphore)
        1    0.000    0.000    0.000    0.000 evaluate.py:223(Assignment)
        1    0.000    0.000    0.000    0.000 probability.py:1645(ConditionalFreqDist)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 api.py:78(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:493(__init__)
        1    0.000    0.000    0.000    0.000 naivebayes.py:43(NaiveBayesClassifier)
        1    0.000    0.000    0.000    0.000 probability.py:1044(WittenBellProbDist)
        1    0.000    0.000    0.000    0.000 __init__.py:2896(Scrollbar)
        1    0.000    0.000    0.000    0.000 probability.py:814(HeldoutProbDist)
        1    0.000    0.000    0.000    0.000 core.py:894(_MaskedBinaryOperation)
        5    0.000    0.000    0.000    0.000 combinator.py:71(__init__)
        1    0.000    0.000    0.000    0.000 text.py:32(ContextIndex)
        1    0.000    0.000    0.000    0.000 core.py:6011(__init__)
        1    0.000    0.000    0.000    0.000 propbank.py:335(PropbankTreePointer)
        1    0.000    0.000    0.000    0.000 ssl.py:313(_ASN1Object)
        1    0.000    0.000    0.000    0.000 __init__.py:1991(Place)
        1    0.000    0.000    0.000    0.000 __init__.py:2082(BaseWidget)
        1    0.000    0.000    0.000    0.000 chasen.py:18(ChasenCorpusReader)
        1    0.000    0.000    0.000    0.000 functools.py:384(lru_cache)
        1    0.000    0.000    0.000    0.000 ast.py:221(NodeVisitor)
        1    0.000    0.000    0.000    0.000 api.py:12(AbstractCCGCategory)
        1    0.000    0.000    0.000    0.000 api.py:278(FunctionalCategory)
        1    0.000    0.000    0.000    0.000 _policybase.py:261(Compat32)
        1    0.000    0.000    0.000    0.000 data.py:909(LazyLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:1827(Tk)
        1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 util.py:1341(StackWidget)
        1    0.000    0.000    0.000    0.000 util.py:84(TestGrammar)
        2    0.000    0.000    0.000    0.000 util.py:119(Foo)
        1    0.000    0.000    0.000    0.000 boxer.py:919(BoxerNot)
        1    0.000    0.000    0.000    0.000 extras.py:1476(__init__)
        1    0.000    0.000    0.000    0.000 tnt.py:23(TnT)
        1    0.000    0.000    0.000    0.000 probability.py:1997(ProbabilisticMixIn)
        1    0.000    0.000    0.000    0.000 regexp.py:1065(RegexpParser)
        1    0.000    0.000    0.000    0.000 pydoc.py:1015(__init__)
        1    0.000    0.000    0.000    0.000 discourse.py:63(ReadingCommand)
        1    0.000    0.000    0.000    0.000 spearman.py:10(<module>)
        1    0.000    0.000    0.000    0.000 probability.py:599(MLEProbDist)
        1    0.000    0.000    0.000    0.000 bracket_parse.py:25(BracketParseCorpusReader)
        1    0.000    0.000    0.000    0.000 decorators.py:23(<listcomp>)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        3    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 core.py:2255(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 sequential.py:253(NgramTagger)
        3    0.000    0.000    0.000    0.000 core.py:796(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:98(__init__)
        1    0.000    0.000    0.000    0.000 util.py:169(Dendrogram)
        1    0.000    0.000    0.000    0.000 encoder.py:67(JSONEncoder)
        1    0.000    0.000    0.000    0.000 lazyimport.py:25(LazyModule)
        1    0.000    0.000    0.000    0.000 lexicon.py:38(CCGLexicon)
        1    0.000    0.000    0.000    0.000 bnc.py:14(BNCCorpusReader)
        1    0.000    0.000    0.000    0.000 util.py:349(ConcatenatedCorpusView)
        1    0.000    0.000    0.000    0.000 snowball.py:2878(RussianStemmer)
        1    0.000    0.000    0.000    0.000 logic.py:1678(BinaryExpression)
        1    0.000    0.000    0.000    0.000 probability.py:483(RandomProbDist)
        1    0.000    0.000    0.000    0.000 regexp.py:175(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2472(Checkbutton)
        1    0.000    0.000    0.000    0.000 scikitlearn.py:48(SklearnClassifier)
        1    0.000    0.000    0.000    0.000 featstruct.py:1878(RangeFeature)
        5    0.000    0.000    0.000    0.000 {built-in method locals}
        1    0.000    0.000    0.000    0.000 maxent.py:433(BinaryMaxentFeatureEncoding)
        1    0.000    0.000    0.000    0.000 toolbox.py:25(ToolboxCorpusReader)
        1    0.000    0.000    0.000    0.000 combinator.py:132(UndirectedComposition)
        1    0.000    0.000    0.000    0.000 pydoc.py:416(HTMLRepr)
        1    0.000    0.000    0.000    0.000 tree.py:1404(ProbabilisticTree)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 api.py:305(BaseModelBuilderCommand)
        1    0.000    0.000    0.000    0.000 enum.py:515(IntEnum)
        3    0.000    0.000    0.000    0.000 __init__.py:479(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 data.py:238(PathPointer)
        1    0.000    0.000    0.000    0.000 collocations.py:125(BigramCollocationFinder)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 drt.py:618(DrtBinaryExpression)
        1    0.000    0.000    0.000    0.000 indian.py:27(IndianCorpusReader)
        1    0.000    0.000    0.000    0.000 framenet.py:264(AttrDict)
        1    0.000    0.000    0.000    0.000 confusionmatrix.py:12(ConfusionMatrix)
        1    0.000    0.000    0.000    0.000 string.py:162(Formatter)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1371(TreeBuilder)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:201(ProbabilisticNonprojectiveParser)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1282(_IterParseIterator)
        1    0.000    0.000    0.000    0.000 grammar.py:892(DependencyGrammar)
        1    0.000    0.000    0.000    0.000 enum.py:32(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 lancaster.py:18(LancasterStemmer)
        1    0.000    0.000    0.000    0.000 argparse.py:1046(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 collocations.py:239(QuadgramCollocationFinder)
        1    0.000    0.000    0.000    0.000 boxer.py:830(AbstractBoxerDrs)
        1    0.000    0.000    0.000    0.000 featstruct.py:1899(CustomFeatureValue)
        1    0.000    0.000    0.000    0.000 api.py:223(CategorizedCorpusReader)
        1    0.000    0.000    0.000    0.000 minimalset.py:10(MinimalSet)
        9    0.000    0.000    0.000    0.000 case.py:1285(_deprecate)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:150(_ndptr)
        4    0.000    0.000    0.000    0.000 logic.py:113(<listcomp>)
        1    0.000    0.000    0.000    0.000 projectivedependencyparser.py:23(DependencySpan)
        1    0.000    0.000    0.000    0.000 text.py:118(ConcordanceIndex)
        1    0.000    0.000    0.000    0.000 jsontags.py:40(JSONTaggedDecoder)
        1    0.000    0.000    0.000    0.000 resolution.py:30(ResolutionProver)
        1    0.000    0.000    0.000    0.000 api.py:175(BaseTheoremToolCommand)
        1    0.000    0.000    0.000    0.000 punkt.py:320(PunktParameters)
        1    0.000    0.000    0.000    0.000 threading.py:482(Event)
        1    0.000    0.000    0.000    0.000 linearlogic.py:16(Tokens)
        1    0.000    0.000    0.000    0.000 probability.py:975(CrossValidationProbDist)
        1    0.000    0.000    0.000    0.000 ieer.py:64(IEERCorpusReader)
        1    0.000    0.000    0.000    0.000 warnings.py:314(__init__)
        1    0.000    0.000    0.000    0.000 probability.py:1406(MutableProbDist)
        1    0.000    0.000    0.000    0.000 __init__.py:788(createLock)
        3    0.000    0.000    0.000    0.000 __init__.py:480(CFunctionType)
        7    0.000    0.000    0.000    0.000 chart.py:104(__init__)
        1    0.000    0.000    0.000    0.000 api.py:14(ParserI)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 records.py:84(format_parser)
        2    0.000    0.000    0.000    0.000 __init__.py:345(_FuncPtr)
        1    0.000    0.000    0.000    0.000 core.py:5999(__init__)
       11    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 featurechart.py:139(FeatureChart)
        1    0.000    0.000    0.000    0.000 probability.py:645(LidstoneProbDist)
        1    0.000    0.000    0.000    0.000 nkjp.py:243(NKJPCorpus_Segmentation_View)
        6    0.000    0.000    0.000    0.000 core.py:779(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:508(LZMACompressor)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:442(values)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(ndindex)
        6    0.000    0.000    0.000    0.000 {built-in method geterrobj}
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        1    0.000    0.000    0.000    0.000 boxer.py:1054(BoxerProp)
        1    0.000    0.000    0.000    0.000 snowball.py:1817(HungarianStemmer)
        4    0.000    0.000    0.000    0.000 __init__.py:415(__init__)
        1    0.000    0.000    0.000    0.000 tarfile.py:302(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1213(XMLPullParser)
        2    0.000    0.000    0.000    0.000 tokenize.py:111(maybe)
        1    0.000    0.000    0.000    0.000 gzip.py:68(_PaddedFile)
        1    0.000    0.000    0.000    0.000 stanford.py:110(StanfordPOSTagger)
        1    0.000    0.000    0.000    0.000 util.py:20(LazyCorpusLoader)
        1    0.000    0.000    0.000    0.000 knbc.py:27(KNBCorpusReader)
        1    0.000    0.000    0.000    0.000 earleychart.py:50(IncrementalChart)
        1    0.000    0.000    0.000    0.000 subprocess.py:441(Handle)
        1    0.000    0.000    0.000    0.000 request.py:1423(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 logic.py:557(Variable)
        1    0.000    0.000    0.000    0.000 sentiwordnet.py:103(SentiSynset)
        1    0.000    0.000    0.000    0.000 api.py:16(TokenizerI)
        2    0.000    0.000    0.000    0.000 util.py:616(__iter__)
        1    0.000    0.000    0.000    0.000 probability.py:528(DictionaryProbDist)
        1    0.000    0.000    0.000    0.000 util.py:863(AbstractContainerWidget)
        1    0.000    0.000    0.000    0.000 core.py:1039(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 boxer.py:1081(BoxerEq)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 discourse.py:104(CfgReadingCommand)
        1    0.000    0.000    0.000    0.000 boxer.py:948(BoxerIndexed)
        1    0.000    0.000    0.000    0.000 zipfile.py:1583(PyZipFile)
        1    0.000    0.000    0.000    0.000 senna.py:51(Senna)
        2    0.000    0.000    0.000    0.000 parse.py:509(unquote)
        1    0.000    0.000    0.000    0.000 util.py:129(_DendrogramNode)
        1    0.000    0.000    0.000    0.000 logic.py:1387(IndividualVariableExpression)
        1    0.000    0.000    0.000    0.000 __init__.py:1520(CallWrapper)
        1    0.000    0.000    0.000    0.000 boxer.py:978(BoxerPred)
        1    0.000    0.000    0.000    0.000 logic.py:642(ComplexType)
        1    0.000    0.000    0.000    0.000 downloader.py:268(Collection)
        1    0.000    0.000    0.000    0.000 datetime.py:909(tzinfo)
        1    0.000    0.000    0.000    0.000 pchart.py:135(BottomUpProbabilisticChartParser)
        1    0.000    0.000    0.000    0.000 sequential.py:482(RegexpTagger)
        1    0.000    0.000    0.000    0.000 probability.py:1512(KneserNeyProbDist)
        1    0.000    0.000    0.000    0.000 text.py:531(TextCollection)
        1    0.000    0.000    0.000    0.000 api.py:531(ParallelProverBuilderCommand)
        1    0.000    0.000    0.000    0.000 util.py:691(LazySubsequence)
        1    0.000    0.000    0.000    0.000 tokenize.py:96(TokenInfo)
        1    0.000    0.000    0.000    0.000 ibm3.py:29(IBMModel3)
        4    0.000    0.000    0.000    0.000 logic.py:119(<listcomp>)
        3    0.000    0.000    0.000    0.000 datetime.py:1832(_create)
        1    0.000    0.000    0.000    0.000 sequential.py:354(BigramTagger)
        1    0.000    0.000    0.000    0.000 snowball.py:1049(FinnishStemmer)
        1    0.000    0.000    0.000    0.000 request.py:589(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 {built-in method charmap_decode}
        1    0.000    0.000    0.000    0.000 resolution.py:591(BindingException)
        1    0.000    0.000    0.000    0.000 hmm.py:814(HiddenMarkovModelTrainer)
        1    0.000    0.000    0.000    0.000 memmap.py:23(memmap)
        1    0.000    0.000    0.000    0.000 grammar.py:375(ProbabilisticProduction)
        3    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 parse.py:630(Quoter)
        1    0.000    0.000    0.000    0.000 nombank.py:308(NombankSplitTreePointer)
        1    0.000    0.000    0.000    0.000 pchart.py:53(ProbabilisticTreeEdge)
        1    0.000    0.000    0.000    0.000 request.py:764(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 index_tricks.py:223(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 string_category.py:29(StringCategoryCorpusReader)
        1    0.000    0.000    0.000    0.000 pickle.py:183(_Framer)
        1    0.000    0.000    0.000    0.000 paice.py:212(Paice)
        1    0.000    0.000    0.000    0.000 boxer.py:1031(BoxerRel)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 sinica_treebank.py:55(SinicaTreebankCorpusReader)
        1    0.000    0.000    0.000    0.000 util.py:702(TextWidget)
        1    0.000    0.000    0.000    0.000 core.py:2473(MaskedIterator)
        1    0.000    0.000    0.000    0.000 ibm2.py:14(IBMModel2)
        1    0.000    0.000    0.000    0.000 request.py:1307(FileHandler)
        1    0.000    0.000    0.000    0.000 prover9.py:60(Prover9Command)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:81(NaiveBayesDependencyScorer)
        1    0.000    0.000    0.000    0.000 evaluate.py:14(DependencyEvaluator)
        1    0.000    0.000    0.000    0.000 boxer.py:655(BoxerDrsParser)
        1    0.000    0.000    0.000    0.000 sentiwordnet.py:41(SentiWordNetCorpusReader)
        1    0.000    0.000    0.000    0.000 pl196x.py:32(TEICorpusView)
        1    0.000    0.000    0.000    0.000 evaluate.py:352(Model)
        1    0.000    0.000    0.000    0.000 string.py:73(Template)
        1    0.000    0.000    0.000    0.000 decoder.py:257(JSONDecoder)
        5    0.000    0.000    0.000    0.000 datetime.py:275(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 discourse.py:129(DrtGlueReadingCommand)
        1    0.000    0.000    0.000    0.000 core.py:2404(_arraymethod)
        1    0.000    0.000    0.000    0.000 api.py:25(Prover)
        1    0.000    0.000    0.000    0.000 rslp.py:38(RSLPStemmer)
        1    0.000    0.000    0.000    0.000 boxer.py:1178(NltkDrtBoxerDrsInterpreter)
        1    0.000    0.000    0.000    0.000 maxent.py:691(TadmEventMaxentFeatureEncoding)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        1    0.000    0.000    0.000    0.000 featurechart.py:401(FeatureEmptyPredictRule)
        1    0.000    0.000    0.000    0.000 api.py:88(new_id)
        1    0.000    0.000    0.000    0.000 rte_classify.py:44(RTEFeatureExtractor)
        1    0.000    0.000    0.000    0.000 semcor.py:214(SemcorWordView)
        2    0.000    0.000    0.000    0.000 enum.py:266(__members__)
